fantastic bounce	removal,draw,cantrip
fantastic elasticity	removal
far	removal
far wanderings	ramp,land_fetch
faramir, field commander	tokens
faramir, prince of ithilien	tokens
faramir, steward of gondor	tokens
farbog revenant	evasive
farewell	sweeper
farideh's fireball	removal
farm	removal
farmer cotton	tokens
farseeing flockmate	evasive
farseek	ramp,land_fetch
farsight ritual	draw,cantrip
fascination	draw,cantrip
fast [298a6369-1c1f-4d75-aa97-69c56323c122]	draw,cantrip
fastbond	ramp
fat ass	evasive
fatal blow	removal
fatal fumes	combat_pump
fatal grudge	draw,cantrip
fatal lore	draw,cantrip
fatal push	removal
fate forgotten	removal
fate of the sun-cryst	removal
fated clash	sweeper
fated conflagration	removal
fated intervention	tokens
fated retribution	sweeper
fated return	reanimation
fateful absence	removal
fateful end	removal,burn
fateful handoff	draw,cantrip
fateful showdown	removal,burn,draw,cantrip
fatehold charm	removal,draw,cantrip,mass_pump
fatehold chronologist	evasive
fathom feeder	
fathom fleet captain	tokens,evasive
fathom fleet firebrand	
fathom seer	
fathom trawl	sweeper
fault line	sweeper
faultgrinder	evasive
fauna shaman	
favor of jukai	anthem
favor of the overbeing	anthem
favorable destiny	anthem
favorable winds	anthem
favored hoplite	
fblthp, impossibly lost	
fblthp, knows the way	
fblthp, the lost	
fear (split card)	draw,cantrip
fear my authority	anthem
fear of abduction	evasive
fear of being hunted	haste
fear of change	
fear of exposure	evasive
fear of falling	evasive
fear of going 0-2 drop	
fear of infinity	evasive
fear of isolation	evasive
fear of lost teeth	
fear of missing out	
fear of sleep paralysis	evasive
fear of surveillance	
fear of the unknown	evasive
fear of unsleeved decks	evasive
fear, fire, foes!	removal,sweeper
fearful villager	evasive
fearless fledgling	
fearless liberator	tokens
fearless pup	
fearless swashbuckler	haste
fearsome awakening	reanimation
fearsome temper	anthem
fearsome werewolf	evasive
fearsome whelp	evasive
feast of blood	removal
feast of dreams	removal
feast of flesh	removal
feast of succession	mass_pump
feast of the unicorn	anthem
feast of worms	removal
feast or famine	removal,tokens
feaster of fools	evasive
feasting hobbit	
feasting troll king	evasive
feather of flight	anthem
feather, radiant arbiter	evasive
feather, the redeemed	evasive
featherbrained filcher	evasive
fecund greenshell	anthem
federation probe	evasive
feed the bog	combat_pump,reanimation
feed the cauldron	removal
feed the cycle	removal
feed the flames	removal
feed the infection	draw,cantrip
feed the pack	tokens
feed the serpent	removal
feed the swarm	removal
feedback bolt	removal
feeding frenzy	combat_pump
feisty spikeling	
feiyi snake	
feldon's cane	sweeper
feldon, ronom excavator	haste
felhide brawler	
felidar cub	
feline sovereign	anthem
felisa, fang of silverquill	tokens,evasive
felix five-boots	evasive
fell	removal
fell beast of mordor	evasive
fell flagship	anthem
fell specter	evasive
fell the mighty	sweeper
fell the pheasant	removal
fell the profane	removal
felling blow	removal
fellwar stone	mana_dork,ramp
felothar, dawn of the abzan	evasive
femeref enchantress	
femeref healer	
fen stalker	evasive
fencer clique	evasive
fencer's magemark	anthem
fencing ace	
feral appetite	combat_pump,anthem,tokens
feral deathgorger	evasive
feral encounter	removal,draw,cantrip
feral ferocity	combat_pump
feral ghoul	evasive
feral hydra	
feral incarnation	tokens
feral instinct	combat_pump
feral invocation	anthem
feral lightning	tokens
feral maaka	
feral prowler	
feral ridgewolf	evasive
feral roar	combat_pump
feral shadow	evasive
ferocious charge	combat_pump
ferocious pup	tokens
ferocious werefox	evasive
ferocity of the hunt	anthem
ferocity of the wilds	combat_pump,anthem
feroz, ulgrotha's warden	tokens
ferrafor, young yew	tokens
fertile footsteps	ramp,land_fetch
fertile imagination	tokens
fertilid's favor	ramp,land_fetch
fervent cathar	haste
fervent champion	haste
fervent denial	counterspell
fervent mastery	draw,cantrip
festercreep	mass_pump
festergloom	mass_pump
festerhide boar	evasive
festering evil	sweeper
festering goblin	
festering march	removal
festering mummy	
festering newt	
festerleech	
festival crasher	
festival of the guildpact	draw,cantrip
festive funeral	combat_pump
fetid imp	evasive
fettergeist	evasive
feudkiller's verdict	tokens
fever charm	removal,combat_pump
fevered strength	combat_pump
feywild caretaker	tokens
feywild trickster	tokens
fibrous entangler	
field creeper	
field marshal	anthem
field of souls	tokens
field of the dead	tokens
field research	draw,cantrip
field surgeon	
field trip	ramp,land_fetch
field-tested frying pan	tokens,equipment
fieldmist borderpost	mana_dork,ramp
fiend artisan	
fiend of the shadows	evasive
fiendish panda	reanimation
fiendlash	anthem,equipment
fierce guardianship	counterspell
fierce retribution	removal
fierce witchstalker	evasive
fiery annihilation	removal
fiery cannonade	sweeper
fiery conclusion	removal
fiery confluence	removal,sweeper
fiery encore	removal,draw,cantrip
fiery fall	removal
fiery finish	removal
fiery gambit	removal,draw,cantrip
fiery impulse	removal
fiery intervention	removal
fiery justice	removal,burn
fiery mantle	mass_pump
fiery temper	removal,burn
fight the _____ fight	anthem
fight to the death	sweeper
fight with fire	removal
fighting drake	evasive
figure of destiny	
figure of fable	
filigree angel	evasive
filigree attendant	evasive
filigree crawler	tokens
filigree fracture	removal,draw,cantrip
filthy cur	
fin fang foom	evasive
final act	sweeper
final death	removal
final flare	removal
final flourish	combat_pump
final iteration	anthem,tokens,evasive
final judgment	sweeper
final payment	removal
final revels	mass_pump
final reward	removal
final showdown	sweeper
final strike	removal
final vengeance	removal
final-sting faerie	evasive
final-word phantom	evasive
finale of eternity	removal,sweeper
finale of glory	tokens
finale of promise	removal
finale of revelation	removal,sweeper,draw,cantrip
finality	mass_pump
finch formation	evasive
finders, keepers	removal
finishing blow	removal
finishing move	removal
finneas, ace archer	
firdoch core	mana_dork,ramp
fire	removal,burn
fire [48ba332b-36ce-4f1d-893c-a9ef77ffd482]	removal,burn
fire ambush	removal,burn
fire and brimstone	removal,burn
fire ants	sweeper
fire at will	removal
fire bowman	
fire covenant	removal
fire diamond	mana_dork,ramp
fire dragon	evasive
fire drake	evasive
fire lord sozin	evasive,reanimation
fire magic	sweeper
fire nation archers	tokens
fire nation attacks	tokens
fire nation cadets	
fire nation occupation	tokens
fire nation salvagers	evasive,reanimation
fire nation soldier	haste
fire nation's conquest	anthem
fire navy trebuchet	tokens
fire of orthanc	removal
fire prophecy	removal,draw,cantrip
fire sages	
fire shrine keeper	evasive
fire sprites	mana_dork,ramp,evasive
fire tempest	sweeper
fire urchin	evasive
fire-belly changeling	
fire-omen crane	evasive
fire-rim form	anthem
fireball	removal,burn
firebender ascension	tokens
firebending lesson	removal
firebending student	
firebird, blazing ranger	evasive
fireblade artist	haste
fireblade charger	haste
fireblast	removal,burn
firebolt	removal,burn
firebrand archer	
firebrand ranger	
firebreathing	mass_pump
firecannon blast	removal
firecat blitz	tokens
firedrinker satyr	
firefiend elemental	haste
firefist striker	
fireflux squad	haste
firefly	evasive
firefright mage	
fireglass mentor	
firehoof cavalry	
firemane angel	evasive
firemane avenger	evasive
firemane commando	evasive
firemind vessel	mana_dork,ramp
fires of undeath	removal,burn
fires of victory	removal,draw,cantrip
fireshrieker	equipment
fireslinger	
firespitter whelp	evasive
firespout	sweeper
firestorm	removal,burn
firestorm hellkite	evasive
firestorm phoenix	evasive
firewild borderpost	mana_dork,ramp
firewing phoenix	evasive
firja's retribution	tokens
firja, judge of valor	evasive
firkraag, cunning instigator	evasive,haste
first family	draw,cantrip
first little pig	
first pick	removal
first response	tokens
first stage of magic design	removal,burn,draw,cantrip,ramp,ritual,combat_pump
first volley	removal
first-time flyer	evasive
fisher's talent	tokens
fishing gear	tokens,equipment
fishing pole	tokens,equipment
fissure	removal
fissure vent	removal
fissure wizard	
fistful of force	combat_pump
fists of flame	draw,cantrip
fists of ironwood	tokens
fists of the anvil	combat_pump
fists of the demigod	anthem
five hundred year diary	mana_dork,ramp
fix what's broken	sweeper
fixer, techno terror	
flailing drake	evasive
flailing manticore	evasive
flailing soldier	
flame burst	removal,burn
flame channeler	
flame discharge	removal
flame jab	removal,burn
flame javelin	removal,burn
flame jet	removal
flame lash	removal,burn
flame of anor	removal,draw,cantrip
flame slash	removal
flame spill	removal
flame sweep	sweeper
flame wave	removal
flame-blessed bolt	removal
flame-chain mauler	
flame-wreathed phoenix	evasive
flameblade adept	evasive
flameblade angel	evasive
flameblast dragon	evasive
flameborn hellion	haste
flamebraider	mana_dork,ramp
flamebreak	sweeper
flamecache gecko	
flameheart werewolf	
flamekin bladewhirl	
flamekin brawler	
flamekin gildweaver	evasive
flamekin harbinger	
flamekin spitfire	
flames of moradin	removal
flames of the firebrand	removal,burn
flames of the raze-boar	removal,sweeper
flamescroll celebrant	
flameshot	removal
flameskull	evasive
flamespeaker's will	anthem
flamethrower sonata	removal,draw,cantrip
flametongue yearling	
flamewake phoenix	evasive,haste
flamewar, brash veteran	sweeper
flamewright	tokens
flaming fist duskguard	
flaming gambit	removal
flaming sword	anthem
flaming tyrannosaurus	evasive
flare	removal,burn
flare of denial	counterspell
flare of faith	combat_pump
flash counter	counterspell
flash flood	removal
flash foliage	draw,cantrip,tokens
flash of insight	draw,cantrip
flash thompson, spider-fan	
flashfires	sweeper
flashfreeze	counterspell
flatten	combat_pump
flavor judge	
flawless forgery	removal
flaxen intruder	
flay essence	removal
flayer husk	anthem,tokens,equipment
flayer of loyalties	evasive
flaying tendrils	mass_pump
fledgling djinn	evasive
fledgling dragon	evasive
fledgling griffin	
fledgling mawcor	evasive
fledgling osprey	evasive
fleecemane lion	
fleet-footed monk	
fleetfeather cockatrice	evasive
fleetfeather sandals	equipment
fleetfoot dancer	evasive,haste
fleeting aven	evasive
fleeting distraction	draw,cantrip,combat_pump
fleeting effigy	haste
fleeting image	evasive
fleeting spirit	
flensermite	
flensing raptor	evasive
flesh	removal
flesh allergy	removal
flesh burrower	
flesh carver	tokens,evasive
flesh duplicate	
flesh reaver	
flesh to dust	removal
flesh-eater imp	evasive
fleshless gladiator	
fleshmad steed	
fleshtaker	
flick a coin	removal,burn,draw,cantrip
flicker	removal
flicker of fate	removal
flickerform	sweeper
flickering spirit	evasive
flickerwisp	evasive
flight of equenauts	evasive
fling	removal,burn
flinthoof boar	
flip the switch	counterspell,tokens
flitterstep eidolon	anthem
flitterwing nuisance	evasive
flitting guerrilla	evasive
flitwing, lyev detective	evasive
floating-dream zubera	
flock impostor	evasive
flockchaser phantom	evasive
flood of recollection	removal
floodbringer	evasive
floodhound	
floodpits drowner	
floodwaters	removal
floriferous vinewall	
flourish	mass_pump
flourishing bloom-kin	
flourishing defenses	tokens
flourishing fox	
flourishing grapple	removal
flourishing strike	removal,combat_pump
flow of ideas	draw,cantrip
flow of knowledge	draw,cantrip
flow state	draw,cantrip
flower	ramp,land_fetch
flowerfoot swordmaster	
flowering of the white tree	anthem
flowstone blade	mass_pump
flowstone embrace	mass_pump
flowstone flood	removal
flowstone hellion	haste
flowstone infusion	combat_pump
flowstone kavu	evasive
flowstone mauler	evasive
flowstone slide	mass_pump
flowstone surge	anthem
flowstone wyvern	evasive
flubs, the fool	ramp
flumph	evasive
flunk	combat_pump
flurry of horns	tokens
flurry of wings	tokens
flush out	draw,cantrip
flusterstorm	counterspell
flutterfox	evasive
fluttershy	evasive
flux	draw,cantrip
fluxcharger	evasive
flying dolphin-fish	evasive
flying drone	evasive
flying kick	removal
flying men	evasive
flying octobot	evasive
flywheel racer	mana_dork,ramp
focus fire	removal
focus the mind	draw,cantrip
focused funambulist	
fodder launch	removal,combat_pump
foe-razer regent	evasive
fog bank	evasive
fog elemental	evasive
fog of gnats	evasive
foggy swamp hunters	evasive
foggy swamp spirit keeper	tokens
foggy swamp visions	removal
fogwalker	evasive
foil	counterspell
fold into aether	counterspell
folk of an-havva	
follow the lumarets	draw,cantrip
foolish fate	removal
foot chopper	tokens,equipment
foot mystic	tokens
footbottom feast	draw,cantrip
foothill guide	
footlight fiend	
footsteps of the goryo	reanimation
for each of you, a gift	tokens
for the ancestors	draw,cantrip
for the family	combat_pump
foraging wickermaw	
foray of orcs	removal
forbid	counterspell
forbidden alchemy	draw,cantrip
forbidden friendship	tokens
forbidden orchard	tokens
force away	removal,draw,cantrip
force of despair	sweeper
force of nature	evasive
force of negation	removal,counterspell
force of rage	tokens
force of savagery	evasive
force of vigor	removal
force of virtue	anthem
force of will	counterspell
force spike	counterspell
force void	counterspell
forced march	sweeper
forceful denial	counterspell
forcemage advocate	
forebear's blade	anthem,equipment
foreboding fruit	draw,cantrip
foreboding statue	mana_dork,ramp
forecasting fortune teller	
forerunner of slaughter	
foresee	draw,cantrip
foreshadow	draw,cantrip
foresight	removal
forest bear	
forever young	draw,cantrip
forge devil	
forgeborn phoenix	evasive,equipment
forgefire automaton	reanimation
forger's foundry	mana_dork,ramp
forgestoker dragon	evasive
forging the anchor	draw,cantrip
forgotten creation	evasive
foriysian totem	mana_dork,ramp
forked bolt	removal,burn
forked lightning	removal
forktail sweep	sweeper
forlorn pseudamma	tokens,evasive
form a posse	tokens
formation breaker	
formless genesis	tokens
forsake the worldly	removal
forsaken miner	
forsaken monument	anthem
forsaken thresher	
forsworn paladin	evasive
forth eorlingas!	tokens
fortified area	anthem
fortified rampart	
fortify	mass_pump
fortifying draught	combat_pump
fortifying provisions	anthem
fortress kin-guard	
fortunate few	sweeper
fortune's favor	draw,cantrip
forum familiar	
forum filibuster	tokens
forum necroscribe	reanimation
foul emissary	tokens
foul imp	evasive
foul play	removal
foul rebirth	tokens
foul roads	tokens
foul spirit	evasive
foul watcher	evasive
foulmire knight	
founding of omashu	tokens
foundry beetle	equipment
foundry helix	removal,burn
foundry hornet	evasive
foundry of the consuls	tokens
foundry screecher	evasive
foundry street denizen	
fountain of ichor	mana_dork,ramp
fountainport	tokens
fountainport charmer	
fourth bridge prowler	
fowl strike	removal
fractal anomaly	tokens
fractal harness	tokens,equipment
fractal mascot	evasive
fractal summoning	tokens
fractal tender	tokens
fracture	removal
fractured identity	removal
fractured powerstone	mana_dork,ramp
fracturing gust	sweeper
fragment of konda	
fragment reality	removal
fragmentize	removal
francisco, fowl marauder	evasive
frankenstein's monster	
frantic firebolt	removal
frantic inventory	draw,cantrip
frantic purification	removal
frantic salvage	draw,cantrip
frantic scapegoat	haste
frantic search	draw,cantrip
frantic strength	anthem
frazzle	counterspell
frazzled editor	
free from flesh	combat_pump
freedom fighter recruit	
freejam regent	evasive
freewind equenaut	evasive
freewind falcon	evasive
frenemy of the guildpact	
frenetic efreet	evasive
frenzied arynx	evasive
frenzied baloth	evasive,haste
frenzied devils	haste
frenzied geistblaster	
frenzied goblin	
frenzied rage	anthem
frenzied raider	
frenzied saddlebrute	haste
frenzied tilling	removal,ramp,land_fetch
frenzied trapbreaker	
frenzy sliver	
fresh meat	tokens
fresh volunteers	
fresh-faced recruit	
fretwork colony	
freya crescent	mana_dork,ramp,evasive
freyalise supplicant	
freyalise, llanowar's fury	tokens
friarball	tokens
friendly ghost	evasive
friendly neighborhood	tokens
friendly teddy	
frightcrawler	evasive
frightful delusion	counterspell
frilled oculus	
frilled sandwalla	
frilled sparkshooter	evasive
frodo baggins	
frodo, adventurous hobbit	
frodo, determined hero	
frodo, sauron's bane	
frog butler	mana_dork,ramp
frog-squirrels	
froghemoth	evasive,haste
frogkin kidnapper	
frogtosser banneret	haste
frolicking familiar	evasive
from beyond	tokens
from the ashes	sweeper,ramp,land_fetch
from the catacombs	reanimation
from the rubble	reanimation
from under the floorboards	tokens
front porch sentries	
frontier explorer	
frontier guide	
frontier seeker	
frontline heroism	tokens
frontline rush	combat_pump,tokens
frontline strategist	
frost augur	
frost bite	removal
frost fair lure fish	tokens
frost raptor	evasive
frost trickster	evasive
frost walker	
frostbite pyromental	evasive,haste
frostbridge guard	
frostburn weird	
frostcliff siege	anthem
frostling	
frostwind invoker	evasive
fry	removal
fuel for the cause	counterspell
fuel tank feaster	mana_dork,ramp
fuel the flames	sweeper
fugitive codebreaker	haste
fugitive droid	
fugitive of the judoon	tokens
fugitive wizard	
full bore	combat_pump
full moon's rise	anthem
fully grown	combat_pump
fully-grown treefolk	
fulminous forte	removal,sweeper
fumarole	removal
fumble	removal
fume spitter	
fumigate	sweeper
fumulus, the infestation	tokens,evasive
funeral charm	combat_pump
funeral pyre	removal,tokens
funeral rites	draw,cantrip
fungal fortitude	anthem
fungal infection	combat_pump,tokens
fungal plots	tokens
fungal rebirth	tokens
fungal shambler	evasive
fungal sprouting	tokens
fungus frolic	tokens
furgul, quag nurturer	mana_dork,ramp
furious forebear	
furious reprisal	removal,burn
furious spinesplitter	evasive
furious strength	anthem
furnace dragon	evasive
furnace gremlin	
furnace hellkite	evasive
furnace host charger	haste
furnace oriflamme	anthem
furnace punisher	evasive
furnace scamp	
furnace spirit	haste
furnace whelp	evasive
furnace-blessed conqueror	
furor of the bitten	anthem
furtive homunculus	evasive
fury charm	removal
furyblade vampire	evasive
furyborn hellkite	evasive
furygale flocking	tokens
future flight	anthem
fylamarid	evasive
fyndhorn elder	mana_dork,ramp
fyndhorn elves	mana_dork,ramp
fyndhorn pollen	mass_pump
fynn, the fangbearer	
fíli and kíli, joyous	mana_dork,ramp,haste
fíli the pathfinder	anthem,tokens
g'raha tia, scion reborn	tokens
gaddock teeg	
gadget technician	tokens
gadrak, the crown-scourge	evasive
gaea's anthem	anthem
gaea's balance	ramp,land_fetch
gaea's blessing	draw,cantrip
gaea's bounty	ramp,land_fetch
gaea's embrace	anthem
gaea's herald	
gaea's might	combat_pump
gaea's revenge	haste
gaea's skyfolk	evasive
gaelicat	evasive
gainsay	counterspell
gala greeters	
galactus, devourer of worlds	evasive
galadhrim ambush	tokens
galadhrim bow	anthem,equipment
galadhrim brigade	anthem
galathul galecaller	evasive
galazeth prismari	evasive
gale force	sweeper
gale swooper	evasive
gale's redirection	removal
gale, holy conduit	tokens
galedrifter	evasive
galepowder mage	evasive
galerider sliver	
galestrike	removal,draw,cantrip
galewind moose	evasive
galian beast	evasive
galina's knight	
gallant cavalry	tokens
gallant citizen	
gallant strike	removal
gallantry	draw,cantrip,combat_pump
gallia of the endless dance	anthem,haste
gallia, the merrymaker	haste
gallia, tragic host	evasive
gallifrey falls	sweeper
galloping lizrog	evasive
gallowbraid	evasive
gallows at willow hill	tokens
gallows warden	anthem,evasive
galvanic blast	removal,burn
galvanic bombardment	removal
galvanic discharge	removal
galvanize	removal
game over	sweeper
game plan	removal,sweeper,draw,cantrip
game-trail changeling	evasive
ganax, astral hunter	evasive
gandalf's sanction	removal
gang up	removal
gangly stompling	evasive
gangrenous zombies	sweeper
gardens of tranquil repose	tokens
garenbrig squire	
gargadon	evasive
gargantuan slabhorn	evasive
gargoyle castle	tokens
gargoyle flock	tokens,evasive
garland, knight of cornelia	
garland, royal kidnapper	anthem
garnet, princess of alexandria	
garrison cat	tokens
garrison excavator	tokens,evasive
garrison griffin	evasive
garruk relentless	tokens
garruk the slayer	sweeper
garruk wildspeaker	tokens
garruk's companion	evasive
garruk's horde	evasive
garruk, apex predator	tokens
garruk, caller of beasts	sweeper
garruk, curse breaker	tokens
garruk, cursed huntsman	tokens
garruk, primal hunter	tokens
garruk, the veil-cursed	tokens
garruk, unleashed	tokens
garruk, veiled butcher	tokens
gary clone	
garza zol, plague queen	evasive,haste
gas guzzler	
gastal raider	evasive
gastal thrillseeker	haste
gate smasher	anthem,equipment
gatebreaker ram	evasive
gatecreeper vine	
gatekeeper gargoyle	evasive
gatekeeper of malakir	
gates ablaze	sweeper
gatewatch beacon	mana_dork,ramp
gather courage	combat_pump
gather the pack	draw,cantrip
gather the townsfolk	tokens
gather the white lotus	tokens
gatherer of graces	
gatstaf howler	evasive
gatstaf ravagers	evasive
gatstaf shepherd	
gau, feral youth	
gauntlet of might	anthem
gauntlet of power	anthem
gauntlets of chaos	sweeper
gauntlets of light	anthem
gavel of the righteous	equipment
gavi, nest warden	tokens
gavony ironwright	anthem
gavony trapper	
gaze of adamaro	removal,burn
gaze of granite	sweeper
gaze of justice	removal
gaze of the gorgon	sweeper
gearshift ace	
gearsmith prodigy	
geier reach bandit	haste
geist of regret	evasive
geist of saint thalia	evasive
geist of saint traft	tokens
geist of the lonely vigil	evasive
geist of the moors	evasive
geist snatch	counterspell,tokens
geist-honored monk	tokens
geistblast	removal,burn
geistchanneler	
geistflame	removal,burn
geistlight snare	counterspell
geistpack alpha	evasive
geistwave	removal,draw,cantrip
gelatinous genesis	tokens
gemhide sliver	
gemini engine	tokens
gempalm strider	
gemrazer	evasive
genasi enforcers	mass_pump
genasi rabble-rouser	mass_pump
gene pollinator	mana_dork,ramp
genemorph imago	evasive
general chang, cold warrior	
general ferrous rokiric	tokens
general kreat, the boltbringer	tokens
general kudro of drannith	anthem
general leo cristophe	reanimation
general thunderbolt ross	
general traag, heart of stone	evasive
general's enforcer	tokens
general's kabuto	equipment
generator servant	mana_dork,ramp
generous gift	removal,tokens
generous plunderer	evasive
generous pup	
generous revival	reanimation
generous soul	evasive
generous visitor	
genesis chamber	tokens
genesis hydra	
genesis of the daleks	tokens
genesis ultimatum	removal,draw,cantrip
genesis wave	sweeper,draw,cantrip
genevieve, conniving dragon	evasive
genghis frog	evasive
genji glove	equipment
gentleman's rise	tokens
geode golem	evasive
geomancer's gambit	removal,draw,cantrip,ramp,land_fetch
geometer's arthropod	
geometric nexus	tokens
geometric weird	
geosurge	ramp,ritual
geralf's masterpiece	evasive
geralf, the fleshwright	tokens
geralf, visionary stitcher	tokens
germinate recruits	tokens
gerrard's battle cry	mass_pump
gerrard's command	combat_pump
gerrard's hourglass pendant	sweeper
gerrard's irregulars	evasive,haste
gerrymandering	sweeper
gert and old lace, runaways	evasive
get lost	removal
get out	removal,counterspell
get the point	removal
getaway glamer	removal
geth's summons	reanimation
geth, lord of the vault	evasive,reanimation
geth, thane of contracts	reanimation
gev, scaled scorch	
geyser drake	evasive
geyser leaper	evasive
geyserfield stalker	evasive
ghalma the shaper	tokens
ghalta and mavren	evasive
ghalta the unstoppable	evasive
ghalta, primal hunger	evasive
ghalta, stampede tyrant	evasive
ghastbark twins	evasive
ghastly conscription	sweeper
ghastly demise	removal
ghastly discovery	draw,cantrip
ghastly gloomhunter	evasive
ghave, guru of spores	tokens
ghazbán ogre	
ghazbán ogress	
ghirapur gearcrafter	tokens
ghirapur orrery	ramp
ghirapur osprey	evasive
ghired's belligerence	removal
ghired, conclave exile	tokens
ghired, mirror of the wilds	haste
ghitu amplifier	
ghitu chronicler	
ghitu embercoiler	
ghitu fire	removal,burn
ghitu firebreathing	mass_pump
ghitu lavarunner	haste
ghor-clan rampager	evasive
ghor-clan wrecker	evasive
ghost hounds	
ghost lantern	equipment
ghost ship	evasive
ghost tactician	mass_pump
ghost warden	
ghost-lit drifter	evasive
ghost-lit redeemer	
ghost-lit stalker	
ghost-lit warder	
ghost-spider	evasive,haste
ghost-spider, gwen stacy	evasive
ghostblade eidolon	anthem
ghostfire	removal,burn
ghostfire blade	anthem,equipment
ghostfire slice	removal,burn
ghostflame sliver	
ghostly castigator	evasive
ghostly dancers	tokens,evasive
ghostly flicker	removal
ghostly keybearer	evasive
ghostly pilferer	
ghostly sentinel	evasive
ghostly visit	removal
ghostly wings	anthem
ghostway	sweeper
ghoul's feast	combat_pump
ghoulcaller gisa	tokens
ghoulcaller's accomplice	tokens
ghoulcaller's harvest	tokens
ghoulish impetus	anthem
ghoulish procession	tokens
ghouls' night out	sweeper
giada, font of hope	mana_dork,ramp,evasive
giant adephage	evasive
giant albatross	evasive
giant ambush beetle	haste
giant ankheg	evasive
giant cindermaw	evasive
giant dustwasp	evasive
giant fire beetles	evasive
giant fly	evasive
giant growth	combat_pump
giant inheritance	anthem
giant killer	
giant opportunity	tokens
giant ox	
giant slug	
giant solifuge	evasive,haste
giant spectacle	anthem
giant strength	anthem
giant tortoise	
giant warthog	evasive
giant's amulet	anthem,tokens,equipment
giant's boulder	mana_dork,ramp
giant's ire	removal,draw,cantrip
giant's skewer	anthem,equipment
giant-sized flying ant	evasive
giantbaiting	tokens
giantfall	removal
gibbering fiend	
gibbering kami	evasive
gideon's defeat	removal
gideon's lawkeeper	
gideon's memorial	mana_dork,ramp,anthem
gideon's phalanx	tokens
gideon's reproach	removal
gideon's resolve	anthem
gideon, ally of zendikar	tokens
gideon, champion of justice	sweeper
gideon, martial paragon	mass_pump
gideon, the oathsworn	sweeper
gift of estates	ramp,land_fetch
gift of fangs	anthem
gift of granite	anthem
gift of growth	combat_pump
gift of orzhova	anthem
gift of strands	anthem
gift of the deity	anthem
gift of the gargantuan	draw,cantrip
gift of wrath	anthem,tokens
gifted aetherborn	
gifts given	sweeper
gifts ungiven	removal
gigantic big bear	haste
gilacorn	
gilanra, caller of wirewood	mana_dork,ramp
gild	removal
gilded drake	evasive
gilded ghoda	
gilded goose	mana_dork,ramp,evasive
gilded lotus	mana_dork,ramp
gilded pinions	equipment
gilt-leaf alchemist	
gilt-leaf ambush	tokens
gilt-leaf winnower	evasive
gilt-leaf's embrace	anthem
giltgrove stalker	
gimbal, gremlin prodigy	tokens
gimli's axe	anthem,equipment
gimli's fury	combat_pump
gimli, counter of kills	evasive
gin'tak charge	removal,burn
gingerbehemoth	evasive
gingerbrute	haste
giott, king of the dwarves	
girder goons	tokens
gisa's bidding	tokens
gisa's favorite shovel	anthem,tokens,equipment
gisa, the hellraiser	anthem,tokens
gisela, blade of goldnight	evasive
gisela, the broken blade	evasive
gishath, sun's avatar	evasive,haste
gitaxian mindstinger	
gitaxian probe	draw,cantrip
gitaxian raptor	evasive
gitaxian spellstalker	evasive
githzerai monk	evasive
gitrog, horror of zhava	evasive
give no ground	combat_pump
giver of runes	
gix's command	sweeper
gixian infiltrator	
gixian puppeteer	reanimation
gixian recycler	
glacial crasher	evasive
glacial dragonhunt	removal,draw,cantrip
glacial grasp	draw,cantrip
glacial ray	removal,burn
glacial revelation	draw,cantrip
glacier godmaw	evasive
glade watcher	
gladecover scout	
glaive of the guildpact	equipment
glamdring	equipment
glamdring, foe-hammer	equipment
glamer gifter	evasive
glamer spinners	evasive
glamermite	evasive
glamorous grapplers	evasive
glare of heresy	removal
glarecaster	evasive
glarewielder	haste
glaring aegis	anthem
glaring fleshraker	tokens
glass of the guildpact	anthem
glass-cast heart	tokens
glasswing grace	anthem
glaze fiend	evasive
gleam of death	sweeper
gleam of resistance	mass_pump
gleaming barrier	
gleaming geardrake	evasive
gleancrawler	evasive
gleeful demolition	removal,tokens
gleeful sabotage	removal
gleemox	mana_dork,ramp
glen elendra archmage	evasive
glen elendra guardian	evasive
glen elendra liege	anthem,evasive
glen elendra pranksters	evasive
glen elendra's answer	tokens
glidedive duo	evasive
glider kids	evasive
glider staff	anthem,equipment
glimmer bairn	
glimmer hoarder	
glimmer lens	tokens,equipment
glimmer of genius	draw,cantrip
glimmer seeker	tokens
glimmerbell	evasive
glimmerburst	draw,cantrip,tokens
glimmering angel	evasive
glimmerlight	anthem,tokens,equipment
glimpse of freedom	draw,cantrip
glimpse of tomorrow	sweeper,draw,cantrip
glimpse the core	ramp,land_fetch
glimpse the cosmos	draw,cantrip
glimpse the future	draw,cantrip
glint hawk	evasive
glint raker	evasive
glint-horn buccaneer	haste
glint-nest crane	evasive
glint-sleeve siphoner	evasive
glissa's retriever	haste
glissa's scorn	removal
glistener elf	
glistener seer	
glistening deluge	mass_pump
glistening goremonger	
glistening sphere	mana_dork,ramp
glitch ghost surveyor	evasive
glitterfang	haste
glitterflitter	evasive
glittering lynx	
glittering stockpile	mana_dork,ramp
glittering wish	removal
gloom surgeon	
gloomdrifter	evasive
gloomfang mauler	evasive
gloomhunter	evasive
gloomlance	removal
gloomshrieker	evasive
gloomwidow's feast	removal,tokens
glorious anthem	anthem
glorious charge	mass_pump
glorious decay	removal,draw,cantrip
glorious dragon-kin	evasive
glorious enforcer	evasive
glorious gale	counterspell
glorious protector	evasive
glory	evasive
glory of warfare	anthem
glory seeker	
glory-bound initiate	
glorybringer	evasive,haste
